Month,Location ,0 > 4,05 > 09,10 > 15,16 > 19,20 > 24,25 > 34,35 > 44,45 > 54,55 > 64,65 > 74,75>,Not known
Jan-19,Whinmoor,0,0,0,0,0,4,0,17,28,2,1,0
Jan-19,Yeadon Library,0,0,13,7,95,46,87,102,119,215,23,61
Feb-19,Ardsley and Tingley Library,0,4,2,0,1,17,1,4,11,48,0,1
Feb-19,Armley Library,0,6,62,19,111,264,255,382,301,122,52,162
Feb-19,Beeston Library,0,0,20,6,48,132,151,137,88,70,11,25
Feb-19,Boston Spa Library,0,0,7,0,0,1,5,3,35,11,2,0
Feb-19,Bramley Library,1,12,17,19,50,121,134,227,270,127,10,105
Feb-19,Calverley Library,0,2,3,2,4,26,4,4,22,13,0,1
Feb-19,Central Library,0,0,5,38,60,284,249,333,303,119,36,201
Feb-19,Chapel Allerton Library,1,2,5,0,13,50,59,179,107,94,19,35
Feb-19,Chapeltown Library,0,20,148,31,35,172,322,430,364,116,7,273
Feb-19,Compton Road Library,3,211,491,287,264,725,962,810,497,92,21,252
Feb-19,Crossgates Library,1,4,17,12,34,103,162,171,232,85,64,72
Feb-19,Dewsbury Road Library,1,14,50,42,183,293,430,515,303,123,13,95
Feb-19,Farsley Library,1,0,5,1,3,13,11,18,62,19,0,9
Feb-19,Garforth Library,0,0,0,0,0,0,0,0,0,0,0,0
Feb-19,Gildersome Library,0,0,0,0,0,1,2,6,2,6,7,1
Feb-19,Guiseley Library,0,0,4,2,4,24,34,30,45,58,65,25
Feb-19,Halton Library,0,5,17,7,26,38,69,41,86,101,13,46
Feb-19,Hawksworth,0,0,0,1,0,3,15,1,9,0,0,6
Feb-19,Headingley Library,2,13,13,34,80,291,226,326,357,249,86,145
Feb-19,Holt Park Library,0,9,16,20,14,73,99,111,58,105,11,61
Feb-19,Horsforth Library,0,6,10,17,17,27,40,93,69,78,53,79
Feb-19,Hunslet Library,0,0,1,0,0,9,12,19,29,20,3,14
Feb-19,Kippax Library,0,5,3,15,2,15,38,22,39,71,1,3
Feb-19,Middleton Library,0,21,44,17,44,95,147,173,181,36,28,71
Feb-19,Moor Allerton Library,0,14,57,91,35,154,262,269,502,221,55,85
Feb-19,Morley Library,0,13,8,6,40,174,238,199,265,184,89,101
Feb-19,Oakwood Library,0,2,16,4,13,26,33,100,165,50,46,42
Feb-19,Otley Library,0,0,0,0,0,0,0,0,0,0,0,0
Feb-19,Pudsey Library,1,7,16,19,40,114,181,199,362,270,78,126
Feb-19,Rothwell Library,0,4,19,8,17,68,72,98,123,68,49,73
Feb-19,Scholes,0,0,0,1,0,1,0,0,1,0,0,0
Feb-19,Seacroft Library,0,2,36,15,37,136,258,314,328,161,44,210
Feb-19,Wetherby,0,0,1,2,0,6,9,19,34,21,13,32
Feb-19,Whinmoor,0,0,0,0,1,1,0,8,27,6,3,1
Feb-19,Yeadon Library,0,1,4,15,44,45,66,70,138,173,35,91
Mar-19,Ardsley and Tingley Library,0,4,0,2,2,13,1,2,21,66,1,2
Mar-19,Armley Library,0,2,30,22,118,284,340,388,345,134,52,243
Mar-19,Beeston Library,0,2,37,3,33,128,171,170,115,57,13,36
Mar-19,Boston Spa Library,0,0,8,0,0,0,5,4,23,18,4,2
Mar-19,Bramley Library,0,13,17,8,64,109,165,216,280,161,35,115
Mar-19,Calverley Library,0,5,0,0,0,21,3,4,24,13,2,3
Mar-19,Central Library,0,2,4,20,88,327,289,308,352,116,31,256
Mar-19,Chapel Allerton Library,0,5,3,2,23,62,68,218,164,139,23,47
Mar-19,Chapeltown Library,0,17,55,38,48,187,335,516,374,131,6,230
Mar-19,Compton Road Library,3,217,283,302,374,834,"1,083",963,499,79,7,271
Mar-19,Crossgates Library,2,4,16,5,55,129,138,123,261,125,63,67
Mar-19,Dewsbury Road Library,0,5,9,38,108,295,547,556,357,127,9,117
Mar-19,Farsley Library,1,1,2,0,2,21,26,30,77,32,1,12
Mar-19,Garforth Library,0,0,0,0,0,0,0,0,0,0,0,0
Mar-19,Gildersome Library,0,0,1,0,2,0,2,3,4,11,8,1
Mar-19,Guiseley Library,0,0,3,2,11,23,47,43,67,66,72,12
Mar-19,Halton Library,0,1,15,2,14,40,62,63,71,104,15,45
Mar-19,Hawksworth,0,1,0,0,0,2,22,2,7,0,0,15
Mar-19,Headingley Library,0,1,24,35,139,244,300,418,402,280,91,148
Mar-19,Holt Park Library,0,7,17,46,24,73,94,106,69,118,27,89
Mar-19,Horsforth Library,0,7,17,42,33,70,117,198,145,232,106,134
Mar-19,Hunslet Library,0,0,0,0,0,0,0,0,0,0,0,0
Mar-19,Kippax Library,1,6,1,7,5,25,20,39,43,59,2,10
Mar-19,Middleton Library,0,22,42,27,51,130,176,186,183,69,40,73
Mar-19,Moor Allerton Library,0,23,73,80,22,143,317,287,556,272,56,111
Mar-19,Morley Library,0,5,23,4,50,247,292,265,322,240,81,145
Mar-19,Oakwood Library,0,3,15,3,13,20,53,92,229,46,44,35
Mar-19,Pudsey Library,0,5,18,1,44,131,215,220,387,316,57,151
Mar-19,Rothwell Library,0,1,14,10,19,106,86,93,143,56,58,55
Mar-19,Scholes Library,0,0,0,0,0,0,2,0,3,0,0,0
Mar-19,Seacroft Library,0,7,28,23,78,190,322,328,348,197,49,193
Mar-19,Wetherby,0,0,8,1,12,17,40,86,94,54,29,147
Mar-19,Whinmoor,0,0,0,0,1,3,2,11,29,4,0,2
Mar-19,Yeadon Library,0,1,6,4,48,49,90,84,138,180,30,66
Apr-19,Ardsley and Tingley Library,0,0,1,0,1,11,3,9,6,59,0,3
Apr-19,Armley Library,0,3,40,30,60,186,354,390,347,150,43,156
Apr-19,Beeston Library,0,1,23,16,34,125,149,137,118,51,23,23
Apr-19,Boston Spa Library,0,0,1,0,0,1,11,3,17,11,4,1
Apr-19,Bramley Library,0,4,24,13,47,113,167,228,255,164,21,119
Apr-19,Calverley Library,0,2,0,0,0,19,5,7,19,8,0,1
Apr-19,Central Library,0,2,6,23,90,356,322,403,456,157,43,348
Apr-19,Chapel Allerton Library,0,5,4,2,21,53,55,178,134,124,24,64
Apr-19,Chapeltown Library,0,9,86,44,54,169,358,521,372,108,5,251
Apr-19,Compton Road Library,0,298,613,348,317,697,880,840,465,75,12,231
Apr-19,Crossgates Library,4,14,31,8,27,123,152,139,245,124,53,71
Apr-19,Dewsbury Road Library,1,4,42,29,92,282,437,516,348,115,12,141
Apr-19,Farsley Library,0,0,1,0,1,15,20,14,59,29,1,15
Apr-19,Garforth Library,0,1,7,1,19,17,23,52,63,51,33,49
Apr-19,Gildersome Library,0,0,0,0,5,2,0,3,4,9,5,3
Apr-19,Guiseley Library,0,3,6,0,4,25,24,29,76,66,55,30
Apr-19,Halton Library,0,3,8,2,7,21,52,50,73,90,9,67
Apr-19,Hawksworth,0,0,0,2,1,0,16,6,5,0,0,14
Apr-19,Headingley Library,0,3,14,46,86,236,232,336,372,260,93,160
Apr-19,Holt Park Library,1,16,32,21,15,68,98,104,55,117,18,52
Apr-19,Horsforth Library,0,5,18,28,41,53,103,170,136,199,96,115
Apr-19,Kippax Library,1,3,4,4,4,25,16,26,46,46,2,15
Apr-19,Merrion One Stop,0,0,0,0,0,0,0,11,0,0,0,0
Apr-19,Middleton Library,0,19,27,13,54,99,138,195,196,71,28,72
Apr-19,Moor Allerton Library,0,12,49,73,29,114,201,225,497,249,69,60
Apr-19,Morley Library,1,11,22,1,40,192,291,255,239,178,68,136
Apr-19,Oakwood Library,0,0,10,3,4,34,43,74,199,42,37,34
Apr-19,Otley Library,0,1,0,0,0,8,30,50,68,92,52,57
Apr-19,Pudsey Library,0,7,77,21,29,112,200,200,352,328,69,222
Apr-19,Rothwell Library,2,8,21,5,36,86,77,100,129,70,52,74
Apr-19,Scholes Library,0,0,0,0,0,0,0,0,2,0,0,0
Apr-19,Seacroft Library,0,6,28,25,23,183,260,335,328,180,53,260
Apr-19,Wetherby,0,0,10,11,16,24,28,113,87,52,34,63
Apr-19,Whinmoor,0,0,2,0,0,1,4,7,27,2,0,0
Apr-19,Yeadon Library,0,1,12,12,23,51,77,87,120,175,26,51
May-19,Ardsley and Tingley Library,0,2,2,0,1,4,4,5,6,36,2,0
May-19,Armley Library,0,15,39,19,65,229,397,428,371,152,42,199
May-19,Beeston Library,0,7,21,7,27,160,167,201,51,70,17,38
May-19,Boston Spa Library,0,0,4,0,2,0,5,4,25,13,4,0
May-19,Bramley Library,0,10,27,9,71,136,155,211,309,139,31,128
May-19,Calverley Library,0,2,6,1,0,12,2,11,19,12,0,3
May-19,Central Library,1,12,19,71,245,"1,093","1,077","1,025","1,026",460,74,510
May-19,Chapel Allerton Library,1,6,12,8,16,57,75,180,156,144,33,33
May-19,Chapeltown Library,0,11,62,26,45,161,360,493,387,94,4,243
May-19,Compton Road Library,2,275,624,329,324,682,849,832,502,95,16,185
May-19,Crossgates Library,0,4,16,7,30,141,159,134,267,111,52,73
May-19,Dewsbury Road Library,0,8,45,32,94,277,444,462,323,94,16,106
May-19,Farsley Library,0,1,4,0,1,15,15,7,66,29,2,9
May-19,Garforth Library,0,14,24,17,30,34,64,152,95,105,64,162
May-19,Gildersome Library,0,0,1,0,8,0,2,6,4,2,6,0
May-19,Guiseley Library,0,2,1,3,8,9,22,24,81,55,46,19
May-19,Halton Library,0,2,14,4,9,39,39,79,90,103,13,58
May-19,Hawksworth,0,0,0,1,2,3,14,4,1,1,0,20
May-19,Headingley Library,0,8,17,35,134,314,271,352,438,277,86,146
May-19,Holt Park Library,0,7,20,26,21,96,91,109,62,111,18,49
May-19,Horsforth Library,1,5,5,9,35,63,121,170,108,210,109,119
May-19,Hunslet Library,0,0,0,0,0,0,0,0,0,0,0,0
May-19,Kippax Library,0,2,3,5,10,20,16,36,56,50,3,3
May-19,Merrion One Stop,0,0,0,0,0,0,0,0,0,0,0,0
May-19,Middleton Library,0,27,56,9,32,110,133,202,237,78,16,68
May-19,Moor Allerton Library,0,17,38,73,34,179,224,271,488,266,75,79
May-19,Morley Library,0,8,10,11,28,166,309,253,246,194,68,138
May-19,Oakwood Library,0,1,5,7,6,28,39,57,193,55,32,25
May-19,Otley Library,0,4,8,10,7,76,82,167,221,320,177,87
May-19,Pudsey Library,0,4,38,10,13,158,184,193,335,314,57,355
May-19,Rothwell Library,0,4,17,8,25,86,110,79,135,75,41,100
May-19,Scholes Library,0,0,0,0,0,0,0,0,0,2,0,0
May-19,Seacroft Library,0,9,20,14,24,197,238,318,335,175,50,201
May-19,Wetherby,0,0,10,9,16,20,35,127,137,67,37,68
May-19,Whinmoor,0,0,0,1,0,0,2,2,33,3,0,0
May-19,Yeadon Library,0,2,3,4,28,45,55,87,111,155,32,72
Jun-19,Ardsley and Tingley Library,0,0,0,0,1,3,4,6,8,15,1,3
Jun-19,Armley Library,0,0,2,20,53,229,349,407,331,160,38,177
Jun-19,Beeston Library,0,9,42,11,14,127,157,208,91,80,3,29
Jun-19,Boston Spa Library,0,0,6,0,1,1,5,3,26,14,0,1
Jun-19,Bramley Library,0,12,15,8,94,130,152,272,311,154,15,144
Jun-19,Calverley Library,0,0,0,1,0,16,5,5,21,11,1,0
Jun-19,Central Library,2,11,68,77,252,"1,249","1,340","1,177","1,186",415,91,564
Jun-19,Chapel Allerton Library,3,9,6,3,20,52,80,180,192,124,29,47
Jun-19,Chapeltown Library,0,10,45,18,40,188,313,438,306,68,2,183
Jun-19,Compton Road Library,1,202,354,280,386,607,765,777,471,86,20,243
Jun-19,Crossgates Library,7,12,10,23,30,113,128,149,226,83,54,87
Jun-19,Dewsbury Road Library,0,15,31,33,111,235,440,360,282,86,16,93
Jun-19,Farsley Library,1,0,2,1,5,27,14,21,57,33,0,11
Jun-19,Garforth Library,0,6,16,10,34,39,69,114,124,108,51,147
Jun-19,Gildersome Library,0,0,0,1,4,7,0,8,2,2,6,3
Jun-19,Guiseley Library,0,5,2,0,6,14,17,34,79,67,45,13
Jun-19,Halton Library,0,0,8,8,8,43,45,64,98,112,18,67
Jun-19,Hawksworth,0,0,0,2,1,0,16,1,1,1,0,8
Jun-19,Headingley Library,0,2,6,32,138,306,312,349,483,272,92,187
Jun-19,Holt Park Library,0,12,19,13,14,91,83,96,54,103,21,74
Jun-19,Horsforth Library,0,6,7,7,46,49,103,160,116,197,96,127
Jun-19,Kippax Library,0,2,15,8,7,15,19,27,36,54,5,17
Jun-19,Middleton Library,0,16,41,10,38,113,139,193,190,69,27,82
Jun-19,Moor Allerton Library,0,13,26,80,34,163,246,223,497,275,58,86
Jun-19,Morley Library,0,3,7,8,28,160,308,233,230,186,64,134
Jun-19,Oakwood Library,0,2,12,7,3,35,44,54,171,38,57,36
Jun-19,Otley Library,0,2,7,18,13,79,96,164,239,399,214,66
Jun-19,Pudsey Library,1,1,13,11,31,133,137,262,319,344,72,335
Jun-19,Rothwell Library,0,3,13,11,19,97,83,88,117,66,61,62
Jun-19,Scholes Library,0,0,0,0,0,0,0,0,2,0,0,0
Jun-19,Seacroft Library,0,2,18,36,22,239,229,318,349,174,32,188
Jun-19,Wetherby,0,0,8,5,20,28,39,108,115,63,22,37
Jun-19,Whinmoor,0,0,0,0,0,1,0,5,19,1,0,2
Jun-19,Yeadon Library,0,1,0,8,14,54,69,78,116,197,29,70
Jul-19,Ardsley and Tingley Library,0,3,2,0,0,5,2,3,20,41,0,3
Jul-19,Armley Library,0,2,9,17,34,172,218,327,243,104,20,353
Jul-19,Beeston Library,2,8,53,14,49,156,150,161,83,92,8,37
Jul-19,Boston Spa Library,0,0,3,1,0,0,3,3,21,12,6,2
Jul-19,Bramley Library,1,15,37,16,96,154,165,334,314,147,79,191
Jul-19,Calverley Library,0,4,0,0,1,19,0,9,25,12,0,2
Jul-19,Central Library,1,14,56,67,253,"1,318","1,187","1,291","1,170",408,160,676
Jul-19,Chapel Allerton Library,1,10,9,4,21,65,98,234,193,113,20,40
Jul-19,Chapeltown Library,0,21,59,38,32,191,357,420,368,91,7,188
Jul-19,Compton Road Library,4,208,403,268,299,576,762,771,452,96,9,348
Jul-19,Crossgates Library,2,8,21,14,48,102,123,180,271,113,52,92
Jul-19,Dewsbury Road Library,4,16,40,54,177,354,464,462,368,93,14,92
Jul-19,Farsley Library,0,1,8,0,2,25,18,16,65,28,0,10
Jul-19,Garforth Library,0,0,0,0,0,0,0,0,0,0,0,0
Jul-19,Garforth Library,0,4,14,12,15,36,82,132,92,128,51,149
Jul-19,Gildersome Library,0,0,0,1,4,4,0,11,3,2,7,4
Jul-19,Guiseley Library,0,7,1,2,11,11,22,41,49,62,47,27
Jul-19,Halton Library,0,1,7,4,16,45,50,53,87,77,25,60
Jul-19,Hawksworth,0,0,0,1,0,0,8,1,2,0,0,21
Jul-19,Headingley Library,0,0,0,0,1,11,13,12,26,9,2,8
Jul-19,Holt Park Library,0,8,35,14,22,137,102,85,53,108,21,81
Jul-19,Horsforth Library,0,20,8,0,28,60,99,177,87,173,94,154
Jul-19,Hunslet Library,0,0,0,0,0,0,1,0,0,0,0,0
Jul-19,Kippax Library,0,2,7,8,10,22,18,39,34,28,1,11
Aug-19,Ardsley and Tingley Library,0,2,1,0,0,5,7,5,10,33,2,5
Aug-19,Armley Library,0,10,11,28,72,248,268,485,399,139,41,391
Aug-19,Beeston Library,0,17,27,23,42,133,141,166,77,61,4,14
Aug-19,Boston Spa Library,0,0,2,0,0,0,2,2,21,16,3,5
Aug-19,Bramley Library,0,43,55,23,49,136,211,192,337,124,74,214
Aug-19,Calverley Library,0,0,6,0,0,14,4,12,33,20,0,4
Aug-19,Central Library,3,45,69,87,291,"1,338","1,094","1,203","1,221",468,131,594
Aug-19,Chapel Allerton Library,1,10,4,4,10,56,87,209,192,106,19,33
Aug-19,Chapeltown Library,7,116,258,48,35,170,292,439,319,83,11,225
Aug-19,Compton Road Library,5,987,"1,080",279,315,621,689,637,503,97,4,222
Aug-19,Crossgates Library,4,17,27,32,20,106,154,165,305,136,73,121
Aug-19,Dewsbury Road Library,6,13,43,30,164,273,513,416,307,84,11,79
Aug-19,Farsley Library,0,2,4,0,2,16,20,31,56,23,0,20
Aug-19,Garforth Library,1,19,9,5,11,33,80,146,72,112,58,142
Aug-19,Gildersome Library,0,0,0,0,7,1,0,4,4,2,9,2
Aug-19,Guiseley Library,1,2,4,5,5,17,29,62,79,60,65,17
Aug-19,Halton Library,0,1,16,8,14,35,59,61,104,101,13,108
Aug-19,Hawksworth,0,0,0,0,0,4,5,5,8,0,0,17
Aug-19,Headingley Library,0,31,31,55,136,278,285,322,457,278,117,193
Aug-19,Holt Park Library,0,11,22,4,16,125,90,103,60,117,22,56
Aug-19,Horsforth Library,0,12,33,2,23,70,100,171,156,239,91,145
Aug-19,Hunslet Library,0,0,6,1,5,35,53,77,82,29,1,21
Aug-19,Kippax Library,1,7,5,6,13,33,20,40,27,50,4,10
Aug-19,Middleton Library,0,13,6,10,39,103,97,208,153,69,30,69
Aug-19,Moor Allerton Library,0,33,36,39,71,139,278,287,503,303,56,98
Aug-19,Morley Library,0,8,15,12,38,147,195,255,280,162,69,151
Aug-19,Oakwood Library,0,2,2,5,14,21,35,84,176,52,61,47
Aug-19,Otley Library,0,3,16,28,19,66,108,303,249,386,224,79
Aug-19,Pudsey Library,1,8,18,13,35,109,198,218,324,401,91,336
Aug-19,Rothwell Library,1,11,8,12,13,90,88,103,115,84,36,65
Aug-19,Scholes Library,0,0,0,0,0,0,0,0,0,1,0,0
Aug-19,Seacroft Library,2,138,79,14,38,177,254,340,423,174,31,204
Aug-19,Wetherby,0,3,12,7,5,45,28,118,136,86,35,50
Aug-19,Whinmoor,0,0,2,0,0,4,2,8,27,7,2,2
Aug-19,Yeadon Library,0,1,4,11,18,42,65,79,107,203,28,83
Sep-19,Ardsley and Tingley Library,0,0,0,0,0,8,3,5,13,32,0,1
Sep-19,Armley Library,0,6,24,30,90,193,312,426,405,135,19,305
Sep-19,Beeston Library,0,9,46,20,22,148,149,148,77,71,8,25
Sep-19,Boston Spa Library,0,0,1,0,0,1,4,2,16,9,4,5
Sep-19,Bramley Library,0,7,23,8,45,114,195,218,336,138,55,172
Sep-19,Calverley Library,2,4,4,0,0,26,6,20,37,10,0,2
Sep-19,Central Library,5,18,71,99,403,"1,293","1,165","1,222","1,169",415,129,574
Sep-19,Chapel Allerton Library,0,5,5,13,22,56,92,181,151,79,19,31
Sep-19,Chapeltown Library,0,22,54,39,49,196,315,420,347,85,11,207
Sep-19,Compton Road Library,7,487,745,279,256,569,831,704,513,82,14,245
Sep-19,Crossgates Library,3,6,26,34,23,102,157,140,272,125,68,78
Sep-19,Dewsbury Road Library,1,16,33,63,172,273,480,390,308,104,13,72
Sep-19,Farsley Library,0,0,8,3,0,9,11,11,53,19,2,9
Sep-19,Garforth Library,3,7,8,7,13,33,96,136,67,89,44,166
Sep-19,Gildersome Library,0,0,0,1,11,4,2,19,2,5,6,6
Sep-19,Guiseley Library,0,0,0,0,0,0,0,0,0,0,0,0
Sep-19,Halton Library,0,1,11,8,10,27,69,54,99,112,16,72
Sep-19,Hawksworth,0,0,0,0,0,1,10,2,5,0,0,14
Sep-19,Headingley Library,0,2,29,65,149,355,313,340,435,289,105,205
Sep-19,Holt Park Library,2,11,23,17,23,145,115,104,42,97,20,68
Sep-19,Horsforth Library,0,14,13,5,36,68,97,200,110,268,105,96
Sep-19,Hunslet Library,0,2,22,14,29,50,99,116,131,40,15,54
Sep-19,Kippax Library,4,2,9,8,8,23,45,27,33,46,11,25
Sep-19,Middleton Library,0,6,34,15,48,134,127,145,167,44,31,68
Sep-19,Moor Allerton Library,0,1,3,0,0,3,6,7,11,6,1,0
Sep-19,Morley Library,2,3,13,16,25,176,218,250,258,181,51,173
Sep-19,Oakwood Library,0,7,9,5,7,29,25,68,137,57,42,19
Sep-19,Otley Library,0,3,31,14,11,91,96,322,255,312,218,55
Sep-19,Pudsey Library,0,2,6,13,18,109,146,209,365,322,65,357
Sep-19,Rothwell Library,0,0,25,25,20,99,111,87,117,101,57,60
Sep-19,Scholes Library,0,0,0,0,1,0,0,0,0,0,0,0
Sep-19,Seacroft Library,0,19,27,42,52,177,211,343,386,151,35,162
Sep-19,Wetherby,0,0,8,0,6,25,34,96,123,66,30,285
Sep-19,Whinmoor,0,0,0,1,0,1,1,5,17,2,8,0
Sep-19,Yeadon Library,0,1,8,8,12,55,67,93,116,159,27,62
Oct-19,Ardsley and Tingley Library,0,0,0,0,0,9,8,1,12,45,0,1
Oct-19,Armley Library,2,4,10,31,67,223,314,422,403,118,17,373
Oct-19,Beeston Library,0,10,50,11,22,134,148,161,74,96,7,50
Oct-19,Boston Spa Library,0,0,1,0,0,2,8,4,25,7,2,8
Oct-19,Bramley Library,0,18,26,4,51,129,200,232,312,181,56,218
Oct-19,Calverley Library,0,5,2,0,0,29,7,16,33,18,1,1
Oct-19,Central Library,3,32,89,107,356,"1,373","1,238","1,352","1,142",435,143,792
Oct-19,Chapel Allerton Library,0,3,8,7,10,61,71,153,187,120,14,64
Oct-19,Chapeltown Library,2,44,173,52,70,135,306,448,384,84,22,303
Oct-19,Compton Road Library,7,306,571,275,266,668,846,711,599,64,7,445
Oct-19,Crossgates Library,4,19,21,20,14,88,139,158,266,144,44,120
Oct-19,Dewsbury Road Library,0,16,41,76,150,281,473,426,359,92,37,125
Oct-19,Farsley Library,0,1,3,1,4,9,8,21,66,22,3,23
Oct-19,Garforth Library,2,7,14,10,3,34,76,148,72,78,60,162
Oct-19,Gildersome Library,0,0,0,0,2,1,1,12,2,5,5,10
Oct-19,Guiseley Library,0,1,11,0,2,5,13,9,33,31,38,12
Oct-19,Halton Library,0,1,22,7,23,42,64,61,100,116,25,78
Oct-19,Hawksworth,0,0,1,1,0,3,16,6,6,0,1,22
Oct-19,Headingley Library,0,8,22,38,123,288,274,398,491,294,120,259
Oct-19,Holt Park Library,2,21,23,10,14,141,97,127,64,111,22,79
Oct-19,Horsforth Library,0,12,17,7,27,77,83,212,114,212,91,123
Oct-19,Hunslet Library,0,2,19,6,22,68,143,152,137,34,24,59
Oct-19,Kippax Library,0,4,35,1,5,17,29,34,22,68,4,14
Oct-19,Kirkgate Market,1,1,0,0,1,18,37,24,29,62,19,1
Oct-19,Middleton Library,0,3,27,13,26,95,117,169,197,33,71,102
Oct-19,Moor Allerton Library,0,18,60,32,42,198,229,291,481,333,52,111
Oct-19,Morley Library,0,2,6,13,34,159,241,202,281,162,55,209
Oct-19,Oakwood Library,0,0,9,2,7,29,37,73,156,45,63,31
Oct-19,Otley Library,1,2,18,5,6,104,96,366,241,336,223,57
Oct-19,Pudsey Library,0,10,8,6,17,131,154,236,393,296,64,403
Oct-19,Rothwell Library,0,7,17,9,19,95,83,86,112,106,63,99
Oct-19,Scholes Library,0,0,0,0,0,0,0,1,0,0,0,0
Oct-19,Seacroft Library,0,67,38,23,80,160,228,314,415,175,45,195
Oct-19,Wetherby,2,0,6,2,5,39,38,124,107,94,20,167
Oct-19,Whinmoor,0,2,2,0,0,2,0,8,16,2,1,2
Oct-19,Yeadon Library,0,1,3,1,8,53,60,81,113,186,37,76
Nov-19,Ardsley and Tingley Library,0,0,3,0,0,0,5,13,12,21,4,6
Nov-19,Armley Library,0,0,0,2,5,22,19,27,58,13,1,153
Nov-19,Beeston Library,0,4,51,9,27,112,133,152,73,89,14,56
Nov-19,Boston Spa Library,0,0,2,0,0,0,4,0,14,30,2,0
Nov-19,Bramley Library,2,11,31,19,41,85,226,192,286,192,55,153
Nov-19,Calverley Library,0,3,4,0,0,19,4,7,37,22,4,7
Nov-19,Central Library,0,8,51,70,315,"1,109","1,203","1,197","1,113",487,123,673
Nov-19,Chapel Allerton Library,1,9,8,5,15,78,61,181,152,84,21,24
Nov-19,Chapeltown Library,2,10,116,55,55,112,273,492,340,84,29,218
Nov-19,Compton Road Library,22,114,586,237,212,671,767,714,475,131,45,288
Nov-19,Crossgates Library,0,13,18,6,25,85,132,168,227,143,59,70
Nov-19,Dewsbury Road Library,0,11,27,44,146,332,447,388,233,137,27,106
Nov-19,Farsley Library,0,0,3,0,5,6,19,18,59,32,2,19
Nov-19,Garforth Library,0,10,39,2,5,40,68,127,87,54,80,152
Nov-19,Gildersome Library,0,0,0,0,0,6,5,3,1,3,6,1
Nov-19,Guiseley Library,1,12,42,0,4,18,12,26,97,54,60,18
Nov-19,Halton Library,0,3,30,4,33,20,49,33,54,109,17,60
Nov-19,Hawksworth,0,0,0,0,0,3,16,6,1,0,5,14
Nov-19,Headingley Library,1,13,25,30,260,257,252,323,360,330,185,229
Nov-19,Holt Park Library,0,3,39,14,25,95,91,59,53,74,44,59
Nov-19,Horsforth Library,0,10,18,3,22,51,103,138,111,250,103,134
Nov-19,Hunslet Library,1,1,9,10,29,64,131,192,118,64,24,42
Nov-19,Kippax Library,1,2,34,3,2,17,41,26,33,84,9,18
Nov-19,Kirkgate Market,0,0,0,2,4,34,52,33,64,81,26,2
Nov-19,Middleton Library,0,1,22,7,22,78,111,105,165,56,47,75
Nov-19,Moor Allerton Library,1,10,37,35,26,146,199,213,439,292,80,79
Nov-19,Morley Library,0,4,10,5,27,133,180,203,281,164,133,147
Nov-19,Oakwood Library,1,3,12,2,5,31,40,56,126,53,54,31
Nov-19,Otley Library,0,2,12,4,8,65,66,359,212,375,167,61
Nov-19,Pudsey Library,0,3,10,5,25,148,171,268,368,333,66,326
Nov-19,Rothwell Library,2,4,23,10,13,66,75,74,116,101,68,64
Nov-19,Scholes Library,0,0,0,0,0,0,0,0,0,0,0,0
Nov-19,Seacroft Library,0,14,60,28,37,204,223,271,405,196,69,164
Nov-19,Wetherby,0,1,1,0,1,28,19,103,91,105,30,267
Nov-19,Whinmoor,0,0,0,0,0,1,0,7,10,9,0,0
Nov-19,Yeadon Library,0,0,5,1,17,35,75,96,108,156,39,70
Dec-19,Ardsley and Tingley Library,0,0,1,0,0,1,1,2,10,17,4,3
Dec-19,Armley Library,0,4,5,9,20,34,71,53,130,26,1,208
Dec-19,Beeston Library,0,3,25,13,10,86,80,105,53,53,23,27
Dec-19,Boston Spa Library,0,0,1,1,0,0,1,0,13,5,5,5
Dec-19,Bramley Library,1,2,4,7,31,117,168,166,262,129,70,113
Dec-19,Calverley Library,0,6,4,1,0,15,5,4,18,10,0,4
Dec-19,Central Library,0,9,48,72,217,880,"1,007",897,995,457,126,575
Dec-19,Chapel Allerton Library,0,23,6,0,13,62,44,98,101,76,10,26
Dec-19,Chapeltown Library,0,3,99,56,85,116,192,334,270,70,15,196
Dec-19,Crossgates Library,0,10,12,4,21,88,138,126,219,113,52,128
Dec-19,Dewsbury Road Library,0,8,16,57,108,238,337,327,199,88,42,66
Dec-19,Farsley Library,0,1,1,1,2,8,10,16,55,15,1,22
Dec-19,Garforth Library,0,7,34,5,9,26,46,120,70,90,65,134
Dec-19,Gildersome Library,0,0,0,0,0,8,0,8,0,1,3,5
Dec-19,Guiseley Library,0,10,20,0,5,6,18,28,80,47,51,10
Dec-19,Halton Library,0,0,12,3,4,17,48,36,65,99,16,58
Dec-19,Hawksworth,0,0,0,0,0,2,13,0,3,0,0,8
Dec-19,Headingley Library,0,12,15,6,129,185,224,296,270,298,112,191
Dec-19,Holt Park Library,1,2,38,6,19,69,65,73,46,63,25,65
Dec-19,Horsforth Library,0,9,18,1,17,50,80,104,114,234,84,126
Dec-19,Hunslet Library,0,0,12,3,14,34,116,112,92,52,31,20
Dec-19,Kippax Library,0,0,21,1,0,12,22,12,16,40,5,16
Dec-19,Kirkgate Market,0,0,2,0,3,18,59,57,61,99,24,1
Dec-19,Middleton Library,0,1,15,8,14,63,96,71,120,36,32,55
Dec-19,Moor Allerton Library,0,7,24,23,21,93,120,159,358,230,45,45
Dec-19,Morley Library,0,5,9,7,12,114,130,167,190,113,65,99
